ID,customer_code,product_code,estimated_cost,quantity,unit_price,delivery_date,status,created_at
mg62mk346uad21,151120414,PROD390,8029.44,45,178.43,2025-10-06,CONFIRMED,2025-09-15T04:42:16.240Z
mg62mk34siipwz,151120415,PROD391,4039.75,6,673.29,2025-10-05,PENDING,2025-09-11T04:42:16.240Z
mg62mk34fhrtgu,151120416,PROD392,4875.91,33,147.75,2025-10-20,DELIVERED,2025-09-10T04:42:16.240Z
mg62mk34ivhxth,151120417,PROD393,3688.44,16,230.53,2025-10-25,CONFIRMED,2025-09-28T04:42:16.240Z
mg62mk34rgnigg,151120418,PROD394,7869.78,35,224.85,2025-10-03,PENDING,2025-09-27T04:42:16.240Z
mg62mk34r88o8n,151120419,PROD395,5593.63,23,243.20,2025-10-04,CONFIRMED,2025-09-20T04:42:16.240Z
mg62mk34ebtv0f,151120420,PROD396,9412.24,79,119.14,2025-10-28,PENDING,2025-09-03T04:42:16.240Z
mg62mk34cadjka,151120421,PROD397,9050.73,50,181.01,2025-10-07,DELIVERED,2025-09-10T04:42:16.240Z
mg62mk34rgbuft,151120422,PROD398,6387.18,14,456.23,2025-10-20,SHIPPED,2025-09-28T04:42:16.240Z
mg62mk3475v7l2,151120423,PROD399,1967.03,16,122.94,2025-10-15,DELIVERED,2025-09-03T04:42:16.240Z
mg62mk34l681bi,151120424,PROD400,4980.62,85,58.60,2025-10-13,CANCELLED,2025-09-16T04:42:16.240Z
mg62mk34tptwvj,151120425,PROD401,6399.29,66,96.96,2025-10-24,PENDING,2025-09-28T04:42:16.240Z
mg62mk34cp0hb1,151120426,PROD402,5666.89,17,333.35,2025-10-07,CANCELLED,2025-09-23T04:42:16.240Z
mg62mk34rddsj2,151120427,PROD403,2963.84,89,33.30,2025-10-26,CANCELLED,2025-09-14T04:42:16.240Z
mg62mk343m56hi,151120428,PROD404,4786.63,35,136.76,2025-10-23,SHIPPED,2025-09-24T04:42:16.240Z
mg62mk34n6np8h,151120429,PROD405,4144.28,5,828.86,2025-10-28,SHIPPED,2025-09-27T04:42:16.240Z
mg62mk34hzuqr7,151120430,PROD406,6125.19,62,98.79,2025-10-21,CONFIRMED,2025-09-10T04:42:16.240Z
mg62mk34fetzrg,151120431,PROD407,3709.22,92,40.32,2025-10-13,CANCELLED,2025-09-13T04:42:16.240Z
mg62mk34mq23bx,151120432,PROD408,9551.25,60,159.19,2025-10-24,SHIPPED,2025-09-20T04:42:16.240Z
mg62mk34uq11xa,151120433,PROD409,2783.32,7,397.62,2025-10-27,CONFIRMED,2025-09-12T04:42:16.240Z
mg62mk343qixm6,151120434,PROD410,7965.30,16,497.83,2025-10-04,PENDING,2025-09-21T04:42:16.240Z
mg62mk34fza2jj,151120435,PROD411,2067.15,42,49.22,2025-10-20,DELIVERED,2025-09-26T04:42:16.240Z
mg62mk34cgzua8,151120436,PROD412,4667.86,29,160.96,2025-10-10,DELIVERED,2025-09-24T04:42:16.240Z
mg62mk34bzeh6k,151120437,PROD413,528.52,54,9.79,2025-10-07,CANCELLED,2025-09-01T04:42:16.240Z
mg62mk34qqtq3p,151120438,PROD414,7361.94,29,253.86,2025-10-29,PENDING,2025-09-06T04:42:16.240Z
mg62mk34o1yngh,151120439,PROD415,728.68,10,72.87,2025-10-01,SHIPPED,2025-09-07T04:42:16.240Z
mg62mk347ocmge,151120440,PROD416,3427.69,87,39.40,2025-10-10,DELIVERED,2025-09-29T04:42:16.240Z
mg62mk34ckm06e,151120441,PROD417,8942.51,44,203.24,2025-10-03,SHIPPED,2025-09-17T04:42:16.240Z
mg62mk349hky90,151120442,PROD418,389.14,7,55.59,2025-10-07,SHIPPED,2025-09-03T04:42:16.240Z
mg62mk34g6eyit,151120443,PROD419,8491.31,49,173.29,2025-10-13,PENDING,2025-09-01T04:42:16.240Z
mg62mk34lpgwr8,151120444,PROD420,8945.13,77,116.17,2025-10-12,CANCELLED,2025-09-19T04:42:16.240Z
mg62mk345qjr9g,151120445,PROD421,6738.88,79,85.30,2025-10-23,CANCELLED,2025-09-05T04:42:16.240Z
mg62mk34xz6sxd,151120446,PROD422,6768.09,46,147.13,2025-10-09,CONFIRMED,2025-09-18T04:42:16.240Z
mg62mk34w7cmt0,151120447,PROD423,4766.60,11,433.33,2025-10-17,SHIPPED,2025-09-07T04:42:16.240Z
mg62mk34ic6snl,151120448,PROD424,5828.50,43,135.55,2025-10-27,PENDING,2025-09-05T04:42:16.240Z
mg62mk34sm1znu,151120449,PROD425,426.78,9,47.42,2025-10-06,DELIVERED,2025-09-20T04:42:16.240Z
mg62mk34jqltlx,151120450,PROD426,8738.53,94,92.96,2025-10-12,SHIPPED,2025-09-21T04:42:16.240Z
mg62mk34gmi1s6,151120451,PROD427,1889.46,99,19.09,2025-10-14,CONFIRMED,2025-09-06T04:42:16.240Z
mg62mk342ooe1m,151120452,PROD428,3554.12,27,131.63,2025-10-22,PENDING,2025-09-24T04:42:16.240Z
mg62mk34fyjrvx,151120453,PROD429,662.25,17,38.96,2025-10-04,CONFIRMED,2025-09-01T04:42:16.240Z
mg62mk34n7pzoo,151120454,PROD430,3314.90,88,37.67,2025-10-17,DELIVERED,2025-09-15T04:42:16.240Z
mg62mk34ldxdsg,151120455,PROD431,4371.55,95,46.02,2025-10-10,CONFIRMED,2025-09-02T04:42:16.240Z
mg62mk34nm5lao,151120456,PROD432,3433.35,58,59.20,2025-10-07,CANCELLED,2025-09-10T04:42:16.240Z
mg62mk34nwlqkg,151120457,PROD433,3793.95,17,223.17,2025-10-17,SHIPPED,2025-09-03T04:42:16.240Z
mg62mk348j3s5k,151120458,PROD434,2439.66,71,34.36,2025-10-02,DELIVERED,2025-09-24T04:42:16.240Z
mg62mk34bqzgx5,151120459,PROD435,5469.46,49,111.62,2025-10-29,CONFIRMED,2025-09-13T04:42:16.240Z
mg62mk34ax9tu4,151120460,PROD436,7080.06,88,80.46,2025-10-09,SHIPPED,2025-09-26T04:42:16.240Z
mg62mk34trmt57,151120461,PROD437,6615.58,7,945.08,2025-10-26,SHIPPED,2025-09-24T04:42:16.240Z
mg62mk34jyn810,151120462,PROD438,6971.57,65,107.25,2025-10-17,SHIPPED,2025-09-21T04:42:16.240Z
mg62mk34of1oep,151120463,PROD439,1412.28,45,31.38,2025-10-11,PENDING,2025-09-04T04:42:16.240Z
mg62mk34meykuh,151120464,PROD440,2173.47,43,50.55,2025-10-09,CANCELLED,2025-09-15T04:42:16.240Z
mg62mk34vd0s89,151120465,PROD441,3901.01,76,51.33,2025-10-21,PENDING,2025-09-30T04:42:16.240Z
mg62mk34o16rza,151120466,PROD442,7615.65,4,1903.91,2025-10-23,DELIVERED,2025-09-21T04:42:16.240Z
mg62mk34zb4gxb,151120467,PROD443,4017.93,65,61.81,2025-10-29,CANCELLED,2025-09-16T04:42:16.240Z
mg62mk34jis22t,151120468,PROD444,3479.84,86,40.46,2025-10-08,PENDING,2025-09-25T04:42:16.240Z
mg62mk34oijjr7,151120469,PROD445,5217.11,43,121.33,2025-10-06,CONFIRMED,2025-09-30T04:42:16.240Z
mg62mk343uay0g,151120470,PROD446,3668.29,35,104.81,2025-10-27,CANCELLED,2025-09-17T04:42:16.240Z
mg62mk34uqms2k,151120471,PROD447,429.91,23,18.69,2025-10-28,CANCELLED,2025-09-23T04:42:16.240Z
mg62mk34x9ybq6,151120472,PROD448,8422.70,95,88.66,2025-10-29,PENDING,2025-09-10T04:42:16.240Z
mg62mk34g3enp7,151120473,PROD449,7849.86,51,153.92,2025-10-11,CANCELLED,2025-09-06T04:42:16.240Z
mg62mk347hah17,151120474,PROD450,7904.12,56,141.15,2025-10-04,CONFIRMED,2025-09-05T04:42:16.240Z
mg62mk340t3zgm,151120475,PROD451,4721.72,88,53.66,2025-10-12,DELIVERED,2025-09-06T04:42:16.240Z
mg62mk344c9h0u,151120476,PROD452,4520.73,45,100.46,2025-10-06,DELIVERED,2025-09-02T04:42:16.240Z
mg62mk34zed53m,151120477,PROD453,9188.36,62,148.20,2025-10-25,SHIPPED,2025-09-09T04:42:16.240Z
mg62mk34esiwqi,151120478,PROD454,4467.73,73,61.20,2025-10-23,SHIPPED,2025-09-12T04:42:16.240Z
mg62mk34ebtlq3,151120479,PROD455,8466.64,94,90.07,2025-10-03,CANCELLED,2025-09-13T04:42:16.240Z
mg62mk34vx693u,151120480,PROD456,5888.19,75,78.51,2025-10-09,SHIPPED,2025-09-14T04:42:16.240Z
mg62mk34eboqh2,151120481,PROD457,9146.91,28,326.68,2025-10-07,SHIPPED,2025-09-30T04:42:16.240Z
mg62mk346mj2lc,151120482,PROD458,5227.12,47,111.22,2025-10-05,PENDING,2025-09-18T04:42:16.240Z
mg62mk34qgo0ai,151120483,PROD459,7670.04,55,139.46,2025-10-17,DELIVERED,2025-09-08T04:42:16.240Z
mg62mk348xiymp,151120484,PROD460,8014.60,84,95.41,2025-10-19,DELIVERED,2025-09-09T04:42:16.240Z
mg62mk34osk5fv,151120485,PROD461,7920.82,65,121.86,2025-10-04,SHIPPED,2025-09-15T04:42:16.240Z
mg62mk34dyxtok,151120486,PROD462,1726.46,76,22.72,2025-10-29,DELIVERED,2025-09-30T04:42:16.240Z
mg62mk34tpshyj,151120487,PROD463,5480.37,15,365.36,2025-10-13,CANCELLED,2025-09-17T04:42:16.240Z
mg62mk34zsjq6s,151120488,PROD464,4742.41,50,94.85,2025-10-27,DELIVERED,2025-09-15T04:42:16.240Z
mg62mk342x6ztt,151120489,PROD465,6399.04,10,639.90,2025-10-11,PENDING,2025-09-22T04:42:16.240Z
mg62mk34q7j26k,151120490,PROD466,953.83,66,14.45,2025-10-14,CONFIRMED,2025-09-27T04:42:16.240Z
mg62mk34ie7brt,151120491,PROD467,4321.57,11,392.87,2025-10-04,CANCELLED,2025-09-28T04:42:16.240Z
mg62mk340nuvtz,151120492,PROD468,95.02,13,7.31,2025-10-07,PENDING,2025-09-12T04:42:16.240Z
mg62mk34kw3bs5,151120493,PROD469,5069.47,21,241.40,2025-10-21,PENDING,2025-09-15T04:42:16.240Z
mg62mk34nfzios,151120494,PROD470,206.46,54,3.82,2025-10-21,PENDING,2025-09-19T04:42:16.240Z
mg62mk34sf56w9,151120495,PROD471,5745.92,92,62.46,2025-10-21,DELIVERED,2025-09-09T04:42:16.240Z
mg62mk34gjxhs4,151120496,PROD472,304.80,10,30.48,2025-10-25,CANCELLED,2025-09-26T04:42:16.240Z
mg62mk342y24t1,151120497,PROD473,1623.04,13,124.85,2025-10-02,SHIPPED,2025-09-12T04:42:16.240Z
mg62mk34p60b9y,151120498,PROD474,1075.50,63,17.07,2025-10-30,CANCELLED,2025-09-23T04:42:16.240Z
mg62mk34q8yjh8,151120499,PROD475,9557.30,91,105.03,2025-10-09,PENDING,2025-09-12T04:42:16.240Z
mg62mk34jyrnhr,151120500,PROD476,5454.10,42,129.86,2025-10-15,CANCELLED,2025-09-01T04:42:16.240Z
mg62mk34yaay6j,151120501,PROD477,6393.48,25,255.74,2025-10-26,PENDING,2025-09-27T04:42:16.240Z
mg62mk34hrr7lo,151120502,PROD478,8468.68,48,176.43,2025-10-20,CANCELLED,2025-09-03T04:42:16.240Z
mg62mk34uslku1,151120503,PROD479,9274.82,51,181.86,2025-10-21,CANCELLED,2025-09-21T04:42:16.240Z
mg62mk34psd6ub,151120504,PROD480,5316.63,63,84.39,2025-10-28,DELIVERED,2025-09-19T04:42:16.240Z
mg62mk34pemntp,151120505,PROD481,9496.06,45,211.02,2025-10-05,CANCELLED,2025-09-19T04:42:16.240Z
mg62mk344nqjal,151120506,PROD482,1777.37,70,25.39,2025-10-01,SHIPPED,2025-09-07T04:42:16.240Z
mg62mk34lyygxf,151120507,PROD483,3912.46,81,48.30,2025-10-04,CONFIRMED,2025-09-07T04:42:16.240Z
mg62mk34e6khhs,151120508,PROD484,2250.22,63,35.72,2025-10-22,CANCELLED,2025-09-08T04:42:16.240Z
mg62mk34utra2v,151120509,PROD485,761.04,92,8.27,2025-10-01,PENDING,2025-09-03T04:42:16.240Z
mg62mk34w4e55i,151120510,PROD486,1804.52,2,902.26,2025-10-02,CONFIRMED,2025-09-11T04:42:16.240Z
mg62mk34syjdrw,151120511,PROD487,7837.93,11,712.54,2025-10-20,DELIVERED,2025-09-11T04:42:16.240Z
mg62mk34zxuk7k,151120512,PROD488,4403.11,84,52.42,2025-10-28,CONFIRMED,2025-09-30T04:42:16.240Z
mg62mk34804vo0,151120513,PROD489,8143.55,63,129.26,2025-10-08,PENDING,2025-09-24T04:42:16.240Z
mg62mk34p19036,151120514,PROD490,5546.31,60,92.44,2025-10-27,CANCELLED,2025-09-18T04:42:16.240Z
mg62mk341whrfk,151120515,PROD491,976.66,14,69.76,2025-10-24,DELIVERED,2025-09-22T04:42:16.240Z
mg62mk34yp9ckk,151120516,PROD492,3468.95,5,693.79,2025-10-03,CONFIRMED,2025-09-20T04:42:16.240Z
mg62mk34mzz10r,151120517,PROD493,4076.55,22,185.30,2025-10-24,PENDING,2025-09-12T04:42:16.240Z
mg62mk34x2wrh2,151120518,PROD494,8642.85,67,129.00,2025-10-15,CONFIRMED,2025-09-23T04:42:16.240Z
mg62mk347xnl7c,151120519,PROD495,1829.80,87,21.03,2025-10-17,CANCELLED,2025-09-12T04:42:16.240Z
mg62mk3424xpb6,151120520,PROD496,6909.65,23,300.42,2025-10-21,CANCELLED,2025-09-08T04:42:16.240Z
mg62mk34nlgy1f,151120521,PROD497,127.90,89,1.44,2025-10-28,SHIPPED,2025-09-14T04:42:16.240Z
mg62mk340k26c7,151120522,PROD498,4491.46,17,264.20,2025-10-26,CANCELLED,2025-09-03T04:42:16.240Z
mg62mk342xca6v,151120523,PROD499,3271.46,88,37.18,2025-10-09,PENDING,2025-09-20T04:42:16.240Z
mg62mk34wypz0c,151120524,PROD500,1703.36,83,20.52,2025-10-28,CONFIRMED,2025-09-21T04:42:16.240Z
mg62mk34frvvkz,151120525,PROD501,6747.84,32,210.87,2025-10-25,PENDING,2025-09-02T04:42:16.240Z
mg62mk34qt3oki,151120526,PROD502,6812.64,72,94.62,2025-10-27,CANCELLED,2025-09-12T04:42:16.240Z
mg62mk34w1krc6,151120527,PROD503,3409.27,72,47.35,2025-10-09,PENDING,2025-09-10T04:42:16.240Z
mg62mk344qlsha,151120528,PROD504,3514.52,7,502.07,2025-10-28,CANCELLED,2025-09-28T04:42:16.240Z
mg62mk34q83sa7,151120529,PROD505,2650.37,39,67.96,2025-10-14,PENDING,2025-09-28T04:42:16.240Z
mg62mk34qfq0an,151120530,PROD506,5138.29,32,160.57,2025-10-18,DELIVERED,2025-09-17T04:42:16.240Z
mg62mk34vrl20o,151120531,PROD507,3202.22,34,94.18,2025-10-16,SHIPPED,2025-09-10T04:42:16.240Z
mg62mk349ptqul,151120532,PROD508,5580.70,17,328.28,2025-10-02,DELIVERED,2025-09-29T04:42:16.240Z
mg62mk34y3d8jh,151120533,PROD509,2002.37,57,35.13,2025-10-08,PENDING,2025-09-15T04:42:16.240Z
mg62mk34zv5w0w,151120534,PROD510,5760.56,19,303.19,2025-10-05,CONFIRMED,2025-09-16T04:42:16.240Z
mg62mk34r6y5ip,151120535,PROD511,3328.15,5,665.63,2025-10-13,SHIPPED,2025-09-19T04:42:16.240Z
mg62mk34nybj7c,151120536,PROD512,7127.71,29,245.78,2025-10-06,PENDING,2025-09-17T04:42:16.240Z
mg62mk34s5cb5j,151120537,PROD513,7731.56,64,120.81,2025-10-15,SHIPPED,2025-09-16T04:42:16.240Z
mg62mk34sbfo5z,151120538,PROD514,2910.85,96,30.32,2025-10-09,CANCELLED,2025-09-13T04:42:16.240Z
mg62mk34qd2cn8,151120539,PROD515,7050.11,23,306.53,2025-10-30,DELIVERED,2025-09-27T04:42:16.240Z
mg62mk34qsyfy5,151120540,PROD516,909.15,28,32.47,2025-10-27,DELIVERED,2025-09-16T04:42:16.240Z
mg62mk349c6i4b,151120541,PROD517,5256.75,56,93.87,2025-10-17,SHIPPED,2025-09-29T04:42:16.240Z
mg62mk342tqumx,151120542,PROD518,9429.76,84,112.26,2025-10-06,CONFIRMED,2025-09-05T04:42:16.240Z
mg62mk341ap3ze,151120543,PROD519,9254.12,60,154.24,2025-10-02,CANCELLED,2025-09-22T04:42:16.240Z
mg62mk34d0cezp,151120544,PROD520,2711.44,48,56.49,2025-10-07,CANCELLED,2025-09-12T04:42:16.240Z
mg62mk34gjty60,151120545,PROD521,1010.61,99,10.21,2025-10-29,PENDING,2025-09-14T04:42:16.240Z
mg62mk34ac9aap,151120546,PROD522,1218.05,40,30.45,2025-10-10,DELIVERED,2025-09-05T04:42:16.240Z
mg62mk34z36m52,151120547,PROD523,694.46,76,9.14,2025-10-02,PENDING,2025-09-09T04:42:16.240Z
mg62mk34aheamu,151120548,PROD524,168.89,37,4.56,2025-10-24,CANCELLED,2025-09-11T04:42:16.240Z
mg62mk34ymel0h,151120549,PROD525,5441.34,16,340.08,2025-10-03,DELIVERED,2025-09-25T04:42:16.240Z
mg62mk34vgpak0,151120550,PROD526,2448.69,12,204.06,2025-10-18,SHIPPED,2025-09-19T04:42:16.240Z
mg62mk349o8lw5,151120551,PROD527,6430.25,41,156.84,2025-10-20,CANCELLED,2025-09-28T04:42:16.240Z
mg62mk344y2w9p,151120552,PROD528,4714.47,82,57.49,2025-10-04,PENDING,2025-09-11T04:42:16.240Z
mg62mk34x8g9z4,151120553,PROD529,7120.64,26,273.87,2025-10-30,CANCELLED,2025-09-05T04:42:16.240Z
mg62mk34d1m0c5,151120554,PROD530,2479.26,49,50.60,2025-10-05,SHIPPED,2025-09-07T04:42:16.240Z
mg62mk34grv4q6,151120555,PROD531,2345.64,42,55.85,2025-10-17,CANCELLED,2025-09-12T04:42:16.240Z
mg62mk3446ei4c,151120556,PROD532,2690.02,55,48.91,2025-10-24,CANCELLED,2025-09-19T04:42:16.240Z
mg62mk34awovsx,151120557,PROD533,8829.99,15,588.67,2025-10-06,PENDING,2025-09-27T04:42:16.240Z
mg62mk343dqnrj,151120558,PROD534,6197.63,28,221.34,2025-10-20,PENDING,2025-09-02T04:42:16.240Z
mg62mk348yea7i,151120559,PROD535,4568.03,74,61.73,2025-10-05,CONFIRMED,2025-09-27T04:42:16.240Z
mg62mk34z9tnvt,151120560,PROD536,6871.04,80,85.89,2025-10-19,CONFIRMED,2025-09-14T04:42:16.240Z
mg62mk34olsa2j,151120561,PROD537,9014.92,9,1001.66,2025-10-17,PENDING,2025-09-17T04:42:16.240Z
mg62mk34o2v63i,151120562,PROD538,1078.02,96,11.23,2025-10-28,CONFIRMED,2025-09-10T04:42:16.240Z
mg62mk34t01o6n,151120563,PROD539,4935.48,59,83.65,2025-10-18,DELIVERED,2025-09-15T04:42:16.240Z
mg62mk34rjr8v8,151120564,PROD540,484.09,88,5.50,2025-10-14,CONFIRMED,2025-09-19T04:42:16.240Z
mg62mk34sasw57,151120565,PROD541,7202.32,92,78.29,2025-10-16,DELIVERED,2025-09-24T04:42:16.240Z
mg62mk346u882m,151120566,PROD542,302.07,36,8.39,2025-10-17,CONFIRMED,2025-09-07T04:42:16.240Z
mg62mk34iy7wx4,151120567,PROD543,6669.33,82,81.33,2025-10-16,SHIPPED,2025-09-30T04:42:16.240Z
mg62mk34bb2seo,151120568,PROD544,5672.94,71,79.90,2025-10-19,SHIPPED,2025-09-06T04:42:16.240Z
mg62mk34b1yuxm,151120569,PROD545,6449.34,53,121.69,2025-10-24,SHIPPED,2025-09-04T04:42:16.240Z
mg62mk3477v4iq,151120570,PROD546,6563.82,75,87.52,2025-10-19,CANCELLED,2025-09-29T04:42:16.240Z
mg62mk34lwa24r,151120571,PROD547,5256.42,6,876.07,2025-10-05,DELIVERED,2025-09-12T04:42:16.240Z
mg62mk34d9ysy9,151120572,PROD548,9536.14,91,104.79,2025-10-18,CONFIRMED,2025-09-09T04:42:16.240Z
mg62mk34djrkk1,151120573,PROD549,8545.51,88,97.11,2025-10-20,DELIVERED,2025-09-09T04:42:16.240Z
mg62mk34pf2rr1,151120574,PROD550,55.27,21,2.63,2025-10-30,SHIPPED,2025-09-30T04:42:16.240Z
mg62mk34sac9t4,151120575,PROD551,7793.18,29,268.73,2025-10-20,PENDING,2025-09-16T04:42:16.240Z
mg62mk342unija,151120576,PROD552,3436.84,46,74.71,2025-10-26,CONFIRMED,2025-09-27T04:42:16.240Z
mg62mk34y3wozy,151120577,PROD553,6929.53,22,314.98,2025-10-28,CONFIRMED,2025-09-24T04:42:16.240Z
mg62mk34mgwdzj,151120578,PROD554,8522.47,34,250.66,2025-10-20,CANCELLED,2025-09-03T04:42:16.240Z
mg62mk34bh3api,151120579,PROD555,3785.38,9,420.60,2025-10-17,SHIPPED,2025-09-06T04:42:16.240Z
mg62mk34qnvvvl,151120580,PROD556,8468.74,93,91.06,2025-10-28,PENDING,2025-09-06T04:42:16.240Z
mg62mk3407i25i,151120581,PROD557,5564.90,15,370.99,2025-10-20,CONFIRMED,2025-09-11T04:42:16.240Z
mg62mk340cjwvb,151120582,PROD558,2951.92,52,56.77,2025-10-07,CANCELLED,2025-09-26T04:42:16.240Z
mg62mk34cwb8ln,151120583,PROD559,2921.67,79,36.98,2025-10-08,DELIVERED,2025-09-08T04:42:16.240Z
mg62mk34678wje,151120584,PROD560,2741.36,33,83.07,2025-10-27,CANCELLED,2025-09-25T04:42:16.240Z
mg62mk347gvash,151120585,PROD561,4697.73,100,46.98,2025-10-22,CONFIRMED,2025-09-09T04:42:16.240Z
mg62mk34zwbm23,151120586,PROD562,7170.76,13,551.60,2025-10-21,PENDING,2025-09-08T04:42:16.240Z
mg62mk34q1gz42,151120587,PROD563,6782.06,92,73.72,2025-10-11,PENDING,2025-09-11T04:42:16.240Z
mg62mk34r60f9u,151120588,PROD564,9686.06,10,968.61,2025-10-22,CANCELLED,2025-09-11T04:42:16.240Z
mg62mk34t5urww,151120589,PROD565,6274.94,73,85.96,2025-10-10,CANCELLED,2025-09-20T04:42:16.240Z
mg62mk34yzni4o,151120590,PROD566,9420.25,60,157.00,2025-10-14,CANCELLED,2025-09-10T04:42:16.240Z
mg62mk34r6lkci,151120591,PROD567,6803.02,57,119.35,2025-10-12,SHIPPED,2025-09-18T04:42:16.240Z
mg62mk34d4e160,151120592,PROD568,5600.50,41,136.60,2025-10-29,SHIPPED,2025-09-23T04:42:16.240Z
mg62mk342pr4tr,151120593,PROD569,1916.28,46,41.66,2025-10-09,DELIVERED,2025-09-11T04:42:16.240Z
mg62mk344u77a5,151120594,PROD570,9044.32,27,334.97,2025-10-12,DELIVERED,2025-09-11T04:42:16.240Z
mg62mk34qskmb6,151120595,PROD571,8640.81,36,240.02,2025-10-30,CONFIRMED,2025-09-01T04:42:16.240Z
mg62mk340pk9aj,151120596,PROD572,3137.15,56,56.02,2025-10-12,CANCELLED,2025-09-08T04:42:16.240Z
mg62mk34beawyv,151120597,PROD573,3578.58,25,143.14,2025-10-01,CONFIRMED,2025-09-18T04:42:16.240Z
mg62mk34csjd6o,151120598,PROD574,9080.83,35,259.45,2025-10-12,PENDING,2025-09-25T04:42:16.240Z
mg62mk34b0m67i,151120599,PROD575,4617.05,33,139.91,2025-10-22,CONFIRMED,2025-09-22T04:42:16.240Z
mg62mk34kgja49,151120600,PROD576,3986.93,79,50.47,2025-10-23,DELIVERED,2025-09-06T04:42:16.240Z
mg62mk347ibwdk,151120601,PROD577,5710.27,59,96.78,2025-10-01,CONFIRMED,2025-09-06T04:42:16.240Z
mg62mk34smdas1,151120602,PROD578,2208.67,12,184.06,2025-10-17,DELIVERED,2025-09-25T04:42:16.240Z
mg62mk348ih0y9,151120603,PROD579,9552.30,28,341.15,2025-10-09,CONFIRMED,2025-09-04T04:42:16.240Z
mg62mk345rv1cg,151120604,PROD580,2930.39,15,195.36,2025-10-27,CANCELLED,2025-09-07T04:42:16.240Z
mg62mk34rnxvdz,151120605,PROD581,7161.12,43,166.54,2025-10-21,CANCELLED,2025-09-14T04:42:16.240Z
mg62mk34q95zrc,151120606,PROD582,911.86,32,28.50,2025-10-12,PENDING,2025-09-25T04:42:16.240Z
mg62mk34ftjoe7,151120607,PROD583,338.06,85,3.98,2025-10-02,PENDING,2025-09-07T04:42:16.240Z
mg62mk343js0dh,151120608,PROD584,2976.50,59,50.45,2025-10-15,DELIVERED,2025-09-19T04:42:16.240Z
mg62mk34ru2jys,151120609,PROD585,390.05,7,55.72,2025-10-23,DELIVERED,2025-09-07T04:42:16.240Z
mg62mk34gxa7ew,151120610,PROD586,4524.07,2,2262.03,2025-10-12,SHIPPED,2025-09-19T04:42:16.240Z
mg62mk34gamme2,151120611,PROD587,2219.57,23,96.50,2025-10-08,CONFIRMED,2025-09-08T04:42:16.240Z
mg62mk345ztqfs,151120612,PROD588,2362.75,100,23.63,2025-10-19,PENDING,2025-09-11T04:42:16.240Z
mg62mk34edfc3j,151120613,PROD589,8300.71,81,102.48,2025-10-22,CONFIRMED,2025-09-10T04:42:16.240Z
mg62mk348ftvwg,151120614,PROD590,9810.01,98,100.10,2025-10-24,DELIVERED,2025-09-10T04:42:16.240Z
mg62mk34etwopd,151120615,PROD591,3848.59,29,132.71,2025-10-05,SHIPPED,2025-09-13T04:42:16.240Z
mg62mk34yayg5t,151120616,PROD592,2557.95,30,85.27,2025-10-19,SHIPPED,2025-09-18T04:42:16.240Z
mg62mk34k231lj,151120617,PROD593,2144.71,12,178.73,2025-10-08,SHIPPED,2025-09-21T04:42:16.240Z
mg62mk34b29r8s,151120618,PROD594,6566.71,47,139.72,2025-10-03,CONFIRMED,2025-09-15T04:42:16.240Z
mg62mk34hw7pwt,151120619,PROD595,2765.37,50,55.31,2025-10-04,PENDING,2025-09-11T04:42:16.240Z
mg62mk34n13qka,151120620,PROD596,1410.73,31,45.51,2025-10-05,CANCELLED,2025-09-12T04:42:16.240Z
mg62mk3432q74l,151120621,PROD597,6776.39,90,75.29,2025-10-23,SHIPPED,2025-09-24T04:42:16.240Z
mg62mk34oz61j3,151120622,PROD598,974.16,70,13.92,2025-10-24,PENDING,2025-09-01T04:42:16.240Z
mg62mk34fzqm3u,151120623,PROD599,7444.66,7,1063.52,2025-10-25,CONFIRMED,2025-09-25T04:42:16.240Z
mg62mk348vlgem,151120624,PROD600,3688.34,63,58.55,2025-10-25,DELIVERED,2025-09-16T04:42:16.240Z
mg62mk34un7auy,151120625,PROD601,4726.12,66,71.61,2025-10-07,PENDING,2025-09-03T04:42:16.240Z
mg62mk34o2ggsc,151120626,PROD602,5037.19,65,77.50,2025-10-29,CONFIRMED,2025-09-19T04:42:16.240Z
mg62mk348xflor,151120627,PROD603,8974.66,11,815.88,2025-10-19,SHIPPED,2025-09-05T04:42:16.240Z
mg62mk34ijssdh,151120628,PROD604,3798.00,19,199.89,2025-10-16,PENDING,2025-09-30T04:42:16.240Z
mg62mk348kz93c,151120629,PROD605,4138.14,26,159.16,2025-10-26,DELIVERED,2025-09-22T04:42:16.240Z
mg62mk34nyj2g3,151120630,PROD606,3218.42,62,51.91,2025-10-03,CANCELLED,2025-09-07T04:42:16.240Z
mg62mk34zdutdu,151120631,PROD607,9192.36,94,97.79,2025-10-07,CANCELLED,2025-09-15T04:42:16.240Z
mg62mk344izope,151120632,PROD608,9755.81,78,125.07,2025-10-02,CANCELLED,2025-09-19T04:42:16.240Z
mg62mk3433xzr0,151120633,PROD609,6832.13,52,131.39,2025-10-23,SHIPPED,2025-09-30T04:42:16.240Z
mg62mk34exvmnm,151120634,PROD610,6853.99,3,2284.66,2025-10-22,CONFIRMED,2025-09-07T04:42:16.240Z
mg62mk34q9718i,151120635,PROD611,5070.38,71,71.41,2025-10-01,CONFIRMED,2025-09-22T04:42:16.240Z
mg62mk34wr8piv,151120636,PROD612,3170.58,19,166.87,2025-10-24,CANCELLED,2025-09-02T04:42:16.240Z
